@relation 'testset 2att'

@attribute Tweet string
@attribute Tekst {SPAM,NEWS,SPORTS}

@data
'xnxx hot blonde fills her ass and pussy with cock #pics #news #pussy #youtube',SPAM
'turkey murder suspect accuses genie of killing woman #tcot #p #news #crime',NEWS
'ways to save ##everydropcounts this world water day #environment #news #surf #video',SPAM
'pnp mamasapano board of inquiry maintains close contact with kin of #fallen #news #filipino',NEWS
'message of leader of the islamic republic of iran #letteru #letterall #quran #muhammad #islam #news',NEWS
'al hurra tv iranian opp unveiled the existence of a secret uranium enrichment facility in #iran #irantalks #news',NEWS
'citigroup amp # s banamex #usa faces further regulatory probe analyst blog #news #business #market',SPAM
'#news lawro s predictions v george ford bbc sport football expert mark lawrenson takes on england r #football',SPORTS
'#news west ham united crystal palace glenn murray scores twice and is sent off as crystal palac #football',SPORTS
'priceline pcln prices eur b unsecured senior notes analyst blog #news #business #market',NEWS
'bb amp t reserves m for potential fine on fha loans analyst blog #news #business #market',NEWS
'walgreens boots #market optimism on merger makes it a buy analyst blog #news #business',NEWS
'irobot irbt sustains growth runs risks from headwinds analyst blog #news #business #market',SPAM
'message of leader of the islamic republic of iran #letteru #letterall ir #news #rt #np #world',NEWS
'#news #whatsapp #startups russian tv show roasts incoming white house communications dire #apple #business #tv',SPAM
'someone falls down some steps gets up keeps singing miming #news',SPAM
'warren buffett might consider buying your company if it meets these criteria do you own a b #business #news',SPAM
'rt fermat numbers #news',SPAM
'video will cuba be dream for us business #northamerica #news',SPAM
'ocean boulevard closing for country music event scnow #countrymusic #news',SPAM
'rt sask drivers line up for gas after some pump prices rise #saskatchewan #news',SPAM
'message of leader of the islamic republic of iran #letteru #letterall ir #news #rt #np #world',NEWS
'rt google investing million in solarcity to finance residential sol #news',NEWS
'#film #news short film plain clothes examines the story of a police officer with posttraumatic stress disorder ptsd',SPAM
'exclusive u s air force eyes launches shared investment for next rockets #breakingnews #news',NEWS
'presidency plans jega s sack next week say senators all progressives congress apc senators #news #nigeria',NEWS
'jega s removal more confusion as fg remains non commital the federal government on friday #news #nigeria',NEWS
'nigeria vice president faults apc manifesto on jobs creation vice president namadi sambo has #news #nigeria',NEWS
'love #tech #mobile and #iphones #news follow our #blog for #technology updates peoples',SPAM
'jonathan visits troops in baga mubi president goodluck ebele jonathan thursday in mubi adamawa #news #nigeria',NEWS
'missing rebecca watts laptop found in park search for teenager #news',NEWS
'what is this woman so shocked about in hilarious mugshot photo #news',SPAM
'boko haram attacks on soft targets to end soon minister the minister of state for power hon #news #nigeria',NEWS
'rebecca watts #news',SPAM
'roger east #news wes brown wrongly sent off by referee roger east after john o shea brought # # # the independent',SPORTS
'#india #news budget auto industry reacts to the union budget',SPAM
'i won t grant amnesty to boko haram buhari the all progressives congress presidential #news #nigeria',NEWS
'rt noble group limited leads the market lower this week #logistics #news',NEWS
'rt clover #enterprises the #entertainment of #choice #news #entertainment #fashion #art and #more',SPAM
'casey batchelor dons racy black underwear in eye popping selfie #uknews #uk #newspapers #news',SPAM
'philipp kundratitz at the stubai prime park session #newsdict #news',SPAM
'instagram photo by hnym #newsdict #news',SPAM
'#pervbri #news temporary housing prototype survives ultimate test cyclone marcia brisbane times',NEWS
'rt ruins and recriminations after rebel advance on two east ukrainian towns #news #world news',NEWS
'xnxx hot blonde plays with stud boyfriend before a shower #pics #news #pussy #youtube',SPAM
'india budget to boost investment #news',SPAM
'#world iran offers to protect iraqi artifacts after militant attack tehran iran ap iran has offere #news',NEWS
'#world government supporters opposition rally in caracas caracas venezuela ap venezuelans took to #news',NEWS
'the science behind anti depressants may be completely backwards link removed #money #bullion #gold #news #love #photography',NEWS
'anti semitism is a big problem at american college campuses according to new report link removed #money #bullion #gold #news',NEWS
'how boko haram uses female suicide bombers to terrorize nigeria link removed #money #bullion #gold #news #love #photography #',NEWS
'john legend speaks to the crack in the system caused by mass incarceration link removed #money #bullion #gold #news #love #ph',NEWS
'wesleyan struggles to deal with student drug use link removed #money #bullion #gold #news #love #photography #fashion #healt',NEWS
'police investigating separate shootings in suffolk county cbs local #suffolkcounty #news',NEWS
'last #trends #scovita #thedress #ucihourrecord #reasonswhywelovejustin #woodenspoon #news',SPAM
'abc news iran offers to protect iraqi artifacts after militant attack more #news',NEWS
'#munsun #news vadnais heights passes moratorium on medical cannabis manufacture and # # # lillie news',SPAM
'wes brown #news on soccer saturday # # # skysports',SPORTS
'former nba player anthony mason dies at #nba #news',SPORTS
'finding nemo #news finding nemo to be second movie dubbed into navajo the state press',SPAM
'#nigeria #news obasanjo s free fall #nairapark thesun#newspaper #newspapers',SPAM
'great guitar riffs at the bbc now on filmon #guitar #news',SPAM
'#nigeria #news obasanjo s welcome transformation from politician to statesman #nairapar',SPAM
'#nigeria #news issues in the qualification disqualification of #buhari #jonathan #',SPAM
'#nigeria #news why #jonathan wins #nairapark thesun#newspaper #newspapers',SPAM
'tan returns to cardiff wearing blue #football #news',SPORTS
'#nigeria #news nis recruitment tragedy and edo state s good example #nairapark thesun#n',SPAM
'#nigeria #news keshi misses out on burkina faso coaching job #nairapark thesun#newspape',SPAM
'#nigeria #news burkina faso snubs keshi appoints german #nairapark thesun#newspaper #n',SPAM
'#nigeria #news keshi demands to be amaju s deputy #nairapark thesun#newspaper #newspapers',SPAM
'#nigeria #news nff praises team says technical crew intact #nairapark thesun#newspape',SPAM
'rt video natuurpunt volunteers give toads a helping hand #belgium #news',SPAM
'#magazine #news singapore at from swamp to skyscrapers how a nation was built on a tropical swamp',NEWS
'#nigeria #news south #africa shocks golden eaglets #nairapark thesun#newspaper #newspapers',SPAM
'#nigeria #news # budget senate probes nbn service wide vote #nairapark thesun#n',SPAM
'#nigeria #news fec approves over m loan for #lagos rivers others #nairapark thesu',SPAM
'#nigeria #news naira devalued again trades at n to dollar #nairapark thesun#newspap',SPAM
'#nigeria #news femi leye aramide thrill guests at social media week change edition #na',SPAM
'#nigeria #news all the exciting photos of panelist and participants from day #nairapa',SPAM
'#nigeria #news # #elections nagaff urges parties to profer solution for ports gridlock',SPAM
'#news #whatsapp #startups weekend apple rumor two pack refreshed macbook airs and unlikel #aaplcompany #apple',SPAM
'#usa #news storey fails in hour record attempt',SPORTS
'budget no major relief for struggling aviation sector say experts #aviation #news',NEWS
'#usa #news storey fails in hour record attempt',SPORTS
'the science behind anti depressants may be completely backwards #money #dogecoin #bitcoin #news #love #photogr',SPAM
'how boko haram uses female suicide bombers to terrorize nigeria #money #dogecoin #bitcoin #news #love #photograp',NEWS
'john legend speaks to the crack in the system caused by mass incarceration #money #dogecoin #bitcoin #news #love',NEWS
'wesleyan struggles to deal with student drug use #money #dogecoin #bitcoin #news #love #photography #fashion #h',NEWS
'vatican s finance czar cardinal george pell defends spending by his office #money #dogecoin #bitcoin #news #love',NEWS
'rt pijuice the portable power solution for the raspberry pi #linux #news',SPAM
'#nzvaus #news cricket world cup live updates australian tailenders trying to dig in their # # # tvnz',SPORTS
'herbalife cuts pay of ceo johnson percent after missed targets #business #news',SPAM
'china s panda population increases by per cent major census fin #dailymail #news #im',NEWS
'#newstoday #news storey fails in hour record attempt britain s dame sarah storey fails in her attempt to brea',SPORTS
'media comcast in talks to acquire ad technology firm visible world wsj #news #reuters',SPAM
'china s panda population increases by per cent major census finds a survey of china s wild giant pa #news',NEWS
'lupita nyong o stolen pearl oscar gown recovered deputies recover dress that greatly resemb #news',SPAM
'media tesla motors nearly doubled staff in wsj #news #reuters',NEWS
'isis threatens to take over rome then throw homosexuals from tower of pizza #news',NEWS
'police officer caught having an orgy in the office sparkles a force wide investigation read story #news',NEWS
'men fight stab each other at flint mobile home park #news',NEWS
'woman dies after falling into frigid new york city s east river fox news #newyork #news',NEWS
'sexy vid skinny babe is getting nailed from behind #pics #news #pussy #youtube',SPAM
'sexy vid samia duarte flexible babe sucks toe #pics #news #pussy #youtube',SPAM
'#nigeriandailynews china s panda population increases by per cent major census finds a surve #world #news',SPAM
'#nigeriandailynews kremlin critics killed during vladimir putin s leadership boris nemtsov is no #world #news',SPAM
'#nigeriandailynews colombia from failed state to latin american powerhouse in the shadow of a v #world #news',SPAM
'wes brown #news',SPAM
'modder adds mode that capcom left out of resident evil revelations #gaming #latest #news',SPAM
'magnitude m south indian ocean pst #news #earthquake #quake',SPAM
'woodmac considers bn takeover bids #news #binary',SPAM
'notes from the librarian #news #filipino',SPAM
'rt amazing art collection silence #creative #design #blue #beauty #sea #nyc #ca #da',SPAM
